,date,weightclass,fighter,rank
53504,2021-02-15,Heavyweight,Junior Dos Santos,12
53505,2021-02-15,Heavyweight,Blagoy Ivanov,13
53506,2021-02-15,Heavyweight,Sergei Pavlovich,14
53507,2021-02-15,Heavyweight,Marcin Tybura,15
53699,2021-02-22,Heavyweight,Stipe Miocic,0
53700,2021-02-22,Heavyweight,Francis Ngannou,1
53701,2021-02-22,Heavyweight,Derrick Lewis,2
53702,2021-02-22,Heavyweight,Curtis Blaydes,3
53703,2021-02-22,Heavyweight,Jairzinho Rozenstruik,4
53704,2021-02-22,Heavyweight,Alexander Volkov,5
53705,2021-02-22,Heavyweight,Alistair Overeem,6
53706,2021-02-22,Heavyweight,Ciryl Gane,7
53707,2021-02-22,Heavyweight,Shamil Abdurakhimov,8
53708,2021-02-22,Heavyweight,Augusto Sakai,9
53709,2021-02-22,Heavyweight,Chris Daukaus,10
53710,2021-02-22,Heavyweight,Walt Harris,11
53711,2021-02-22,Heavyweight,Junior Dos Santos,12
53712,2021-02-22,Heavyweight,Sergei Pavlovich,13
53713,2021-02-22,Heavyweight,Blagoy Ivanov,14
53714,2021-02-22,Heavyweight,Marcin Tybura,15
53906,2021-03-01,Heavyweight,Stipe Miocic,0
53907,2021-03-01,Heavyweight,Francis Ngannou,1
53908,2021-03-01,Heavyweight,Derrick Lewis,2
53909,2021-03-01,Heavyweight,Curtis Blaydes,3
53910,2021-03-01,Heavyweight,Ciryl Gane,4
53911,2021-03-01,Heavyweight,Alexander Volkov,5
53912,2021-03-01,Heavyweight,Jairzinho Rozenstruik,6
53913,2021-03-01,Heavyweight,Alistair Overeem,7
53914,2021-03-01,Heavyweight,Shamil Abdurakhimov,8
53915,2021-03-01,Heavyweight,Augusto Sakai,9
53916,2021-03-01,Heavyweight,Chris Daukaus,10
53917,2021-03-01,Heavyweight,Walt Harris,11
53918,2021-03-01,Heavyweight,Junior Dos Santos,12
53919,2021-03-01,Heavyweight,Sergei Pavlovich,13
53920,2021-03-01,Heavyweight,Blagoy Ivanov,14
53921,2021-03-01,Heavyweight,Marcin Tybura,15
54113,2021-03-08,Heavyweight,Stipe Miocic,0
54114,2021-03-08,Heavyweight,Francis Ngannou,1
54115,2021-03-08,Heavyweight,Derrick Lewis,2
54116,2021-03-08,Heavyweight,Curtis Blaydes,3
54117,2021-03-08,Heavyweight,Ciryl Gane,4
54118,2021-03-08,Heavyweight,Alexander Volkov,5
54119,2021-03-08,Heavyweight,Jairzinho Rozenstruik,6
54120,2021-03-08,Heavyweight,Shamil Abdurakhimov,7
54121,2021-03-08,Heavyweight,Augusto Sakai,8
54122,2021-03-08,Heavyweight,Walt Harris,8
54123,2021-03-08,Heavyweight,Chris Daukaus,10
54124,2021-03-08,Heavyweight,Marcin Tybura,11
54125,2021-03-08,Heavyweight,Blagoy Ivanov,12
54126,2021-03-08,Heavyweight,Tom Aspinall,13
54127,2021-03-08,Heavyweight,Sergei Pavlovich,14
54128,2021-03-08,Heavyweight,Aleksei Oleinik,15
54319,2021-03-15,Heavyweight,Stipe Miocic,0
54320,2021-03-15,Heavyweight,Francis Ngannou,1
54321,2021-03-15,Heavyweight,Derrick Lewis,2
54322,2021-03-15,Heavyweight,Curtis Blaydes,3
54323,2021-03-15,Heavyweight,Ciryl Gane,4
54324,2021-03-15,Heavyweight,Alexander Volkov,5
54325,2021-03-15,Heavyweight,Jairzinho Rozenstruik,6
54326,2021-03-15,Heavyweight,Alistair Overeem,7
54327,2021-03-15,Heavyweight,Shamil Abdurakhimov,7
54328,2021-03-15,Heavyweight,Walt Harris,8
54329,2021-03-15,Heavyweight,Augusto Sakai,8
54330,2021-03-15,Heavyweight,Chris Daukaus,10
54331,2021-03-15,Heavyweight,Marcin Tybura,11
54332,2021-03-15,Heavyweight,Blagoy Ivanov,12
54333,2021-03-15,Heavyweight,Tom Aspinall,13
54334,2021-03-15,Heavyweight,Sergei Pavlovich,14
54335,2021-03-15,Heavyweight,Aleksei Oleinik,15
54527,2021-03-23,Heavyweight,Stipe Miocic,0
54528,2021-03-23,Heavyweight,Francis Ngannou,1
54529,2021-03-23,Heavyweight,Derrick Lewis,2
54530,2021-03-23,Heavyweight,Curtis Blaydes,3
54531,2021-03-23,Heavyweight,Ciryl Gane,4
54532,2021-03-23,Heavyweight,Alexander Volkov,5
54533,2021-03-23,Heavyweight,Jairzinho Rozenstruik,6
54534,2021-03-23,Heavyweight,Shamil Abdurakhimov,7
54535,2021-03-23,Heavyweight,Walt Harris,8
54536,2021-03-23,Heavyweight,Augusto Sakai,9
54537,2021-03-23,Heavyweight,Chris Daukaus,10
54538,2021-03-23,Heavyweight,Marcin Tybura,11
54539,2021-03-23,Heavyweight,Blagoy Ivanov,12
54540,2021-03-23,Heavyweight,Tom Aspinall,13
54541,2021-03-23,Heavyweight,Sergei Pavlovich,14
54542,2021-03-23,Heavyweight,Aleksei Oleinik,15
54734,2021-03-29,Heavyweight,Francis Ngannou,0
54735,2021-03-29,Heavyweight,Stipe Miocic,1
54736,2021-03-29,Heavyweight,Derrick Lewis,2
54737,2021-03-29,Heavyweight,Curtis Blaydes,3
54738,2021-03-29,Heavyweight,Ciryl Gane,4
54739,2021-03-29,Heavyweight,Alexander Volkov,5
54740,2021-03-29,Heavyweight,Jairzinho Rozenstruik,6
54741,2021-03-29,Heavyweight,Shamil Abdurakhimov,7
54742,2021-03-29,Heavyweight,Walt Harris,8
54743,2021-03-29,Heavyweight,Augusto Sakai,9
54744,2021-03-29,Heavyweight,Chris Daukaus,10
54745,2021-03-29,Heavyweight,Marcin Tybura,11
54746,2021-03-29,Heavyweight,Blagoy Ivanov,12
54747,2021-03-29,Heavyweight,Tom Aspinall,13
54748,2021-03-29,Heavyweight,Sergei Pavlovich,14
54749,2021-03-29,Heavyweight,Aleksei Oleinik,15
54941,2021-04-12,Heavyweight,Francis Ngannou,0
54942,2021-04-12,Heavyweight,Stipe Miocic,1
54943,2021-04-12,Heavyweight,Derrick Lewis,2
54944,2021-04-12,Heavyweight,Curtis Blaydes,3
54945,2021-04-12,Heavyweight,Ciryl Gane,4
54946,2021-04-12,Heavyweight,Alexander Volkov,5
54947,2021-04-12,Heavyweight,Jairzinho Rozenstruik,6
54948,2021-04-12,Heavyweight,Shamil Abdurakhimov,7
54949,2021-04-12,Heavyweight,Walt Harris,8
54950,2021-04-12,Heavyweight,Augusto Sakai,9
54951,2021-04-12,Heavyweight,Chris Daukaus,10
54952,2021-04-12,Heavyweight,Marcin Tybura,11
54953,2021-04-12,Heavyweight,Blagoy Ivanov,12
54954,2021-04-12,Heavyweight,Tom Aspinall,13
54955,2021-04-12,Heavyweight,Sergei Pavlovich,14
54956,2021-04-12,Heavyweight,Aleksei Oleinik,15
55148,2021-04-19,Heavyweight,Francis Ngannou,0
55149,2021-04-19,Heavyweight,Stipe Miocic,1
55150,2021-04-19,Heavyweight,Derrick Lewis,2
55151,2021-04-19,Heavyweight,Curtis Blaydes,3
55152,2021-04-19,Heavyweight,Ciryl Gane,4
55153,2021-04-19,Heavyweight,Alexander Volkov,5
55154,2021-04-19,Heavyweight,Jairzinho Rozenstruik,6
55155,2021-04-19,Heavyweight,Shamil Abdurakhimov,7
55156,2021-04-19,Heavyweight,Walt Harris,8
55157,2021-04-19,Heavyweight,Augusto Sakai,9
55158,2021-04-19,Heavyweight,Chris Daukaus,10
55159,2021-04-19,Heavyweight,Blagoy Ivanov,11
55160,2021-04-19,Heavyweight,Marcin Tybura,12
55161,2021-04-19,Heavyweight,Tom Aspinall,13
55162,2021-04-19,Heavyweight,Sergei Pavlovich,14
55163,2021-04-19,Heavyweight,Aleksei Oleinik,15
55355,2021-04-26,Heavyweight,Francis Ngannou,0
55356,2021-04-26,Heavyweight,Stipe Miocic,1
55357,2021-04-26,Heavyweight,Derrick Lewis,2
55358,2021-04-26,Heavyweight,Curtis Blaydes,3
55359,2021-04-26,Heavyweight,Ciryl Gane,4
55360,2021-04-26,Heavyweight,Alexander Volkov,5
55361,2021-04-26,Heavyweight,Jairzinho Rozenstruik,6
55362,2021-04-26,Heavyweight,Shamil Abdurakhimov,7
55363,2021-04-26,Heavyweight,Walt Harris,8
55364,2021-04-26,Heavyweight,Augusto Sakai,9
55365,2021-04-26,Heavyweight,Chris Daukaus,10
55366,2021-04-26,Heavyweight,Blagoy Ivanov,11
55367,2021-04-26,Heavyweight,Marcin Tybura,12
55368,2021-04-26,Heavyweight,Tom Aspinall,13
55369,2021-04-26,Heavyweight,Sergei Pavlovich,14
55370,2021-04-26,Heavyweight,Aleksei Oleinik,15
55562,2021-05-03,Heavyweight,Francis Ngannou,0
55563,2021-05-03,Heavyweight,Stipe Miocic,1
55564,2021-05-03,Heavyweight,Derrick Lewis,2
55565,2021-05-03,Heavyweight,Curtis Blaydes,3
55566,2021-05-03,Heavyweight,Ciryl Gane,4
55567,2021-05-03,Heavyweight,Alexander Volkov,5
55568,2021-05-03,Heavyweight,Jairzinho Rozenstruik,6
55569,2021-05-03,Heavyweight,Shamil Abdurakhimov,7
55570,2021-05-03,Heavyweight,Walt Harris,8
55571,2021-05-03,Heavyweight,Augusto Sakai,9
55572,2021-05-03,Heavyweight,Chris Daukaus,10
55573,2021-05-03,Heavyweight,Blagoy Ivanov,11
55574,2021-05-03,Heavyweight,Marcin Tybura,12
55575,2021-05-03,Heavyweight,Tom Aspinall,13
55576,2021-05-03,Heavyweight,Sergei Pavlovich,14
55577,2021-05-03,Heavyweight,Aleksei Oleinik,15
55769,2021-05-10,Heavyweight,Francis Ngannou,0
55770,2021-05-10,Heavyweight,Stipe Miocic,1
55771,2021-05-10,Heavyweight,Derrick Lewis,2
55772,2021-05-10,Heavyweight,Ciryl Gane,3
55773,2021-05-10,Heavyweight,Curtis Blaydes,4
55774,2021-05-10,Heavyweight,Alexander Volkov,5
55775,2021-05-10,Heavyweight,Jairzinho Rozenstruik,6
55776,2021-05-10,Heavyweight,Shamil Abdurakhimov,7
55777,2021-05-10,Heavyweight,Walt Harris,8
55778,2021-05-10,Heavyweight,Augusto Sakai,9
55779,2021-05-10,Heavyweight,Chris Daukaus,10
55780,2021-05-10,Heavyweight,Blagoy Ivanov,11
55781,2021-05-10,Heavyweight,Marcin Tybura,11
55782,2021-05-10,Heavyweight,Tom Aspinall,13
55783,2021-05-10,Heavyweight,Sergei Pavlovich,14
55784,2021-05-10,Heavyweight,Aleksei Oleinik,15
55976,2021-05-17,Heavyweight,Francis Ngannou,0
55977,2021-05-17,Heavyweight,Stipe Miocic,1
55978,2021-05-17,Heavyweight,Derrick Lewis,2
55979,2021-05-17,Heavyweight,Ciryl Gane,3
55980,2021-05-17,Heavyweight,Curtis Blaydes,4
55981,2021-05-17,Heavyweight,Alexander Volkov,5
55982,2021-05-17,Heavyweight,Jairzinho Rozenstruik,6
55983,2021-05-17,Heavyweight,Shamil Abdurakhimov,7
55984,2021-05-17,Heavyweight,Walt Harris,8
55985,2021-05-17,Heavyweight,Augusto Sakai,9
55986,2021-05-17,Heavyweight,Chris Daukaus,10
55987,2021-05-17,Heavyweight,Marcin Tybura,11
55988,2021-05-17,Heavyweight,Blagoy Ivanov,11
55989,2021-05-17,Heavyweight,Tom Aspinall,13
55990,2021-05-17,Heavyweight,Sergei Pavlovich,14
55991,2021-05-17,Heavyweight,Aleksei Oleinik,15
56183,2021-05-24,Heavyweight,Francis Ngannou,0
56184,2021-05-24,Heavyweight,Stipe Miocic,1
56185,2021-05-24,Heavyweight,Derrick Lewis,2
56186,2021-05-24,Heavyweight,Ciryl Gane,3
56187,2021-05-24,Heavyweight,Curtis Blaydes,4
56188,2021-05-24,Heavyweight,Alexander Volkov,5
56189,2021-05-24,Heavyweight,Jairzinho Rozenstruik,6
56190,2021-05-24,Heavyweight,Shamil Abdurakhimov,7
56191,2021-05-24,Heavyweight,Walt Harris,8
56192,2021-05-24,Heavyweight,Augusto Sakai,9
56193,2021-05-24,Heavyweight,Chris Daukaus,10
56194,2021-05-24,Heavyweight,Blagoy Ivanov,11
56195,2021-05-24,Heavyweight,Marcin Tybura,11
56196,2021-05-24,Heavyweight,Tom Aspinall,13
56197,2021-05-24,Heavyweight,Sergei Pavlovich,14
56198,2021-05-24,Heavyweight,Aleksei Oleinik,15
56390,2021-06-07,Heavyweight,Francis Ngannou,0
56391,2021-06-07,Heavyweight,Stipe Miocic,1
56392,2021-06-07,Heavyweight,Derrick Lewis,2
56393,2021-06-07,Heavyweight,Ciryl Gane,3
56394,2021-06-07,Heavyweight,Curtis Blaydes,4
56395,2021-06-07,Heavyweight,Alexander Volkov,5
56396,2021-06-07,Heavyweight,Jairzinho Rozenstruik,6
56397,2021-06-07,Heavyweight,Shamil Abdurakhimov,7
56398,2021-06-07,Heavyweight,Marcin Tybura,8
56399,2021-06-07,Heavyweight,Augusto Sakai,9
56400,2021-06-07,Heavyweight,Chris Daukaus,10
56401,2021-06-07,Heavyweight,Walt Harris,11
56402,2021-06-07,Heavyweight,Blagoy Ivanov,12
56403,2021-06-07,Heavyweight,Tom Aspinall,13
56404,2021-06-07,Heavyweight,Sergei Pavlovich,14
56405,2021-06-07,Heavyweight,Aleksei Oleinik,15
56597,2021-06-14,Heavyweight,Francis Ngannou,0
56598,2021-06-14,Heavyweight,Stipe Miocic,1
56599,2021-06-14,Heavyweight,Derrick Lewis,2
56600,2021-06-14,Heavyweight,Ciryl Gane,3
56601,2021-06-14,Heavyweight,Curtis Blaydes,4
56602,2021-06-14,Heavyweight,Alexander Volkov,5
56603,2021-06-14,Heavyweight,Jairzinho Rozenstruik,6
56604,2021-06-14,Heavyweight,Shamil Abdurakhimov,7
56605,2021-06-14,Heavyweight,Marcin Tybura,8
56606,2021-06-14,Heavyweight,Augusto Sakai,9
56607,2021-06-14,Heavyweight,Chris Daukaus,10
56608,2021-06-14,Heavyweight,Walt Harris,11
56609,2021-06-14,Heavyweight,Blagoy Ivanov,12
56610,2021-06-14,Heavyweight,Tom Aspinall,13
56611,2021-06-14,Heavyweight,Sergei Pavlovich,14
56612,2021-06-14,Heavyweight,Aleksei Oleinik,15
56804,2021-06-21,Heavyweight,Francis Ngannou,0
56805,2021-06-21,Heavyweight,Stipe Miocic,1
56806,2021-06-21,Heavyweight,Derrick Lewis,2
56807,2021-06-21,Heavyweight,Ciryl Gane,3
56808,2021-06-21,Heavyweight,Curtis Blaydes,4
56809,2021-06-21,Heavyweight,Alexander Volkov,5
56810,2021-06-21,Heavyweight,Jairzinho Rozenstruik,6
56811,2021-06-21,Heavyweight,Shamil Abdurakhimov,7
56812,2021-06-21,Heavyweight,Marcin Tybura,8
56813,2021-06-21,Heavyweight,Augusto Sakai,9
56814,2021-06-21,Heavyweight,Chris Daukaus,10
56815,2021-06-21,Heavyweight,Walt Harris,11
56816,2021-06-21,Heavyweight,Tom Aspinall,12
56817,2021-06-21,Heavyweight,Blagoy Ivanov,13
56818,2021-06-21,Heavyweight,Serghei Spivac,14
56819,2021-06-21,Heavyweight,Sergei Pavlovich,14
57011,2021-06-28,Heavyweight,Francis Ngannou,0
57012,2021-06-28,Heavyweight,Stipe Miocic,1
57013,2021-06-28,Heavyweight,Derrick Lewis,2
57014,2021-06-28,Heavyweight,Ciryl Gane,3
57015,2021-06-28,Heavyweight,Curtis Blaydes,4
57016,2021-06-28,Heavyweight,Alexander Volkov,5
57017,2021-06-28,Heavyweight,Jairzinho Rozenstruik,6
57018,2021-06-28,Heavyweight,Shamil Abdurakhimov,7
57019,2021-06-28,Heavyweight,Marcin Tybura,8
57020,2021-06-28,Heavyweight,Augusto Sakai,9
57021,2021-06-28,Heavyweight,Chris Daukaus,10
57022,2021-06-28,Heavyweight,Walt Harris,11
57023,2021-06-28,Heavyweight,Tom Aspinall,12
57024,2021-06-28,Heavyweight,Blagoy Ivanov,13
57025,2021-06-28,Heavyweight,Serghei Spivac,14
57026,2021-06-28,Heavyweight,Sergei Pavlovich,14
57218,2021-07-12,Heavyweight,Francis Ngannou,0
57219,2021-07-12,Heavyweight,Stipe Miocic,1
57220,2021-07-12,Heavyweight,Derrick Lewis,2
57221,2021-07-12,Heavyweight,Ciryl Gane,3
57222,2021-07-12,Heavyweight,Curtis Blaydes,4
57223,2021-07-12,Heavyweight,Alexander Volkov,5
57224,2021-07-12,Heavyweight,Jairzinho Rozenstruik,6
57225,2021-07-12,Heavyweight,Shamil Abdurakhimov,7
57226,2021-07-12,Heavyweight,Marcin Tybura,8
57227,2021-07-12,Heavyweight,Augusto Sakai,9
57228,2021-07-12,Heavyweight,Chris Daukaus,10
57229,2021-07-12,Heavyweight,Blagoy Ivanov,11
57230,2021-07-12,Heavyweight,Walt Harris,12
57231,2021-07-12,Heavyweight,Tom Aspinall,13
57232,2021-07-12,Heavyweight,Serghei Spivac,14
57233,2021-07-12,Heavyweight,Sergei Pavlovich,15
57425,2021-07-19,Heavyweight,Francis Ngannou,0
57426,2021-07-19,Heavyweight,Stipe Miocic,1
57427,2021-07-19,Heavyweight,Derrick Lewis,2
57428,2021-07-19,Heavyweight,Ciryl Gane,3
57429,2021-07-19,Heavyweight,Curtis Blaydes,4
57430,2021-07-19,Heavyweight,Alexander Volkov,5
57431,2021-07-19,Heavyweight,Jairzinho Rozenstruik,6
57432,2021-07-19,Heavyweight,Shamil Abdurakhimov,7
57433,2021-07-19,Heavyweight,Marcin Tybura,8
57434,2021-07-19,Heavyweight,Augusto Sakai,9
57435,2021-07-19,Heavyweight,Chris Daukaus,10
57436,2021-07-19,Heavyweight,Blagoy Ivanov,11
57437,2021-07-19,Heavyweight,Walt Harris,12
57438,2021-07-19,Heavyweight,Tom Aspinall,13
57439,2021-07-19,Heavyweight,Serghei Spivac,14
57440,2021-07-19,Heavyweight,Sergei Pavlovich,15
57632,2021-07-26,Heavyweight,Francis Ngannou,0
57633,2021-07-26,Heavyweight,Stipe Miocic,1
57634,2021-07-26,Heavyweight,Derrick Lewis,2
57635,2021-07-26,Heavyweight,Ciryl Gane,3
57636,2021-07-26,Heavyweight,Curtis Blaydes,4
57637,2021-07-26,Heavyweight,Alexander Volkov,5
57638,2021-07-26,Heavyweight,Jairzinho Rozenstruik,6
57639,2021-07-26,Heavyweight,Shamil Abdurakhimov,7
57640,2021-07-26,Heavyweight,Marcin Tybura,8
57641,2021-07-26,Heavyweight,Augusto Sakai,9
57642,2021-07-26,Heavyweight,Chris Daukaus,10
57643,2021-07-26,Heavyweight,Blagoy Ivanov,11
57644,2021-07-26,Heavyweight,Walt Harris,12
57645,2021-07-26,Heavyweight,Tom Aspinall,13
57646,2021-07-26,Heavyweight,Serghei Spivac,14
57647,2021-07-26,Heavyweight,Sergei Pavlovich,15
57839,2021-08-02,Heavyweight,Francis Ngannou,0
57840,2021-08-02,Heavyweight,Stipe Miocic,1
57841,2021-08-02,Heavyweight,Derrick Lewis,2
57842,2021-08-02,Heavyweight,Ciryl Gane,3
57843,2021-08-02,Heavyweight,Curtis Blaydes,4
57844,2021-08-02,Heavyweight,Alexander Volkov,5
57845,2021-08-02,Heavyweight,Jairzinho Rozenstruik,6
57846,2021-08-02,Heavyweight,Shamil Abdurakhimov,7
57847,2021-08-02,Heavyweight,Marcin Tybura,8
57848,2021-08-02,Heavyweight,Augusto Sakai,9
57849,2021-08-02,Heavyweight,Chris Daukaus,10
57850,2021-08-02,Heavyweight,Walt Harris,11
57851,2021-08-02,Heavyweight,Blagoy Ivanov,12
57852,2021-08-02,Heavyweight,Tom Aspinall,13
57853,2021-08-02,Heavyweight,Serghei Spivac,14
57854,2021-08-02,Heavyweight,Sergei Pavlovich,15
58046,2021-08-09,Heavyweight,Francis Ngannou,0
58047,2021-08-09,Heavyweight,Ciryl Gane,1
58048,2021-08-09,Heavyweight,Stipe Miocic,2
58049,2021-08-09,Heavyweight,Derrick Lewis,3
58050,2021-08-09,Heavyweight,Curtis Blaydes,4
58051,2021-08-09,Heavyweight,Alexander Volkov,5
58052,2021-08-09,Heavyweight,Jairzinho Rozenstruik,6
58053,2021-08-09,Heavyweight,Shamil Abdurakhimov,7
58054,2021-08-09,Heavyweight,Marcin Tybura,8
58055,2021-08-09,Heavyweight,Augusto Sakai,9
58056,2021-08-09,Heavyweight,Chris Daukaus,10
58057,2021-08-09,Heavyweight,Walt Harris,11
58058,2021-08-09,Heavyweight,Blagoy Ivanov,12
58059,2021-08-09,Heavyweight,Tom Aspinall,13
58060,2021-08-09,Heavyweight,Serghei Spivac,14
58061,2021-08-09,Heavyweight,Sergei Pavlovich,15
58253,2021-08-23,Heavyweight,Francis Ngannou,0
58254,2021-08-23,Heavyweight,Ciryl Gane,1
58255,2021-08-23,Heavyweight,Stipe Miocic,2
58256,2021-08-23,Heavyweight,Derrick Lewis,3
58257,2021-08-23,Heavyweight,Curtis Blaydes,4
58258,2021-08-23,Heavyweight,Alexander Volkov,5
58259,2021-08-23,Heavyweight,Jairzinho Rozenstruik,6
58260,2021-08-23,Heavyweight,Shamil Abdurakhimov,7
58261,2021-08-23,Heavyweight,Marcin Tybura,8
58262,2021-08-23,Heavyweight,Augusto Sakai,9
58263,2021-08-23,Heavyweight,Chris Daukaus,10
58264,2021-08-23,Heavyweight,Walt Harris,11
58265,2021-08-23,Heavyweight,Blagoy Ivanov,12
58266,2021-08-23,Heavyweight,Tom Aspinall,13
58267,2021-08-23,Heavyweight,Serghei Spivac,14
58268,2021-08-23,Heavyweight,Sergei Pavlovich,15
58460,2021-08-30,Heavyweight,Francis Ngannou,0
58461,2021-08-30,Heavyweight,Ciryl Gane,1
58462,2021-08-30,Heavyweight,Stipe Miocic,2
58463,2021-08-30,Heavyweight,Derrick Lewis,3
58464,2021-08-30,Heavyweight,Curtis Blaydes,4
58465,2021-08-30,Heavyweight,Alexander Volkov,5
58466,2021-08-30,Heavyweight,Jairzinho Rozenstruik,6
58467,2021-08-30,Heavyweight,Shamil Abdurakhimov,7
58468,2021-08-30,Heavyweight,Marcin Tybura,8
58469,2021-08-30,Heavyweight,Augusto Sakai,9
58470,2021-08-30,Heavyweight,Chris Daukaus,10
58471,2021-08-30,Heavyweight,Walt Harris,11
58472,2021-08-30,Heavyweight,Blagoy Ivanov,12
58473,2021-08-30,Heavyweight,Tom Aspinall,13
58474,2021-08-30,Heavyweight,Serghei Spivac,14
58475,2021-08-30,Heavyweight,Sergei Pavlovich,15
58667,2021-09-06,Heavyweight,Francis Ngannou,0
58668,2021-09-06,Heavyweight,Ciryl Gane,1
58669,2021-09-06,Heavyweight,Stipe Miocic,2
58670,2021-09-06,Heavyweight,Derrick Lewis,3
58671,2021-09-06,Heavyweight,Curtis Blaydes,4
58672,2021-09-06,Heavyweight,Alexander Volkov,5
58673,2021-09-06,Heavyweight,Jairzinho Rozenstruik,6
58674,2021-09-06,Heavyweight,Shamil Abdurakhimov,7
58675,2021-09-06,Heavyweight,Marcin Tybura,8
58676,2021-09-06,Heavyweight,Augusto Sakai,9
58677,2021-09-06,Heavyweight,Chris Daukaus,10
58678,2021-09-06,Heavyweight,Tom Aspinall,11
58679,2021-09-06,Heavyweight,Walt Harris,12
58680,2021-09-06,Heavyweight,Blagoy Ivanov,13
58681,2021-09-06,Heavyweight,Sergei Pavlovich,14
58682,2021-09-06,Heavyweight,Serghei Spivac,15
58874,2021-09-20,Heavyweight,Francis Ngannou,0
58875,2021-09-20,Heavyweight,Ciryl Gane,1
58876,2021-09-20,Heavyweight,Stipe Miocic,2
58877,2021-09-20,Heavyweight,Derrick Lewis,3
58878,2021-09-20,Heavyweight,Curtis Blaydes,4
58879,2021-09-20,Heavyweight,Alexander Volkov,5
58880,2021-09-20,Heavyweight,Jairzinho Rozenstruik,6
58881,2021-09-20,Heavyweight,Shamil Abdurakhimov,7
58882,2021-09-20,Heavyweight,Marcin Tybura,8
58883,2021-09-20,Heavyweight,Augusto Sakai,9
58884,2021-09-20,Heavyweight,Chris Daukaus,10
58885,2021-09-20,Heavyweight,Tom Aspinall,11
58886,2021-09-20,Heavyweight,Walt Harris,12
58887,2021-09-20,Heavyweight,Blagoy Ivanov,13
58888,2021-09-20,Heavyweight,Sergei Pavlovich,14
58889,2021-09-20,Heavyweight,Serghei Spivac,15
59081,2021-09-27,Heavyweight,Francis Ngannou,0
59082,2021-09-27,Heavyweight,Ciryl Gane,1
59083,2021-09-27,Heavyweight,Stipe Miocic,2
59084,2021-09-27,Heavyweight,Derrick Lewis,3
59085,2021-09-27,Heavyweight,Curtis Blaydes,4
59086,2021-09-27,Heavyweight,Alexander Volkov,5
59087,2021-09-27,Heavyweight,Jairzinho Rozenstruik,6
59088,2021-09-27,Heavyweight,Chris Daukaus,7
59089,2021-09-27,Heavyweight,Shamil Abdurakhimov,8
59090,2021-09-27,Heavyweight,Marcin Tybura,9
59091,2021-09-27,Heavyweight,Augusto Sakai,10
59092,2021-09-27,Heavyweight,Tom Aspinall,11
59093,2021-09-27,Heavyweight,Walt Harris,12
59094,2021-09-27,Heavyweight,Blagoy Ivanov,13
59095,2021-09-27,Heavyweight,Sergei Pavlovich,14
59096,2021-09-27,Heavyweight,Serghei Spivac,15
59288,2021-10-04,Heavyweight,Francis Ngannou,0
59289,2021-10-04,Heavyweight,Ciryl Gane,1
59290,2021-10-04,Heavyweight,Stipe Miocic,2
59291,2021-10-04,Heavyweight,Derrick Lewis,3
59292,2021-10-04,Heavyweight,Curtis Blaydes,4
59293,2021-10-04,Heavyweight,Alexander Volkov,5
59294,2021-10-04,Heavyweight,Jairzinho Rozenstruik,6
59295,2021-10-04,Heavyweight,Chris Daukaus,7
59296,2021-10-04,Heavyweight,Shamil Abdurakhimov,8
59297,2021-10-04,Heavyweight,Marcin Tybura,9
59298,2021-10-04,Heavyweight,Augusto Sakai,10
59299,2021-10-04,Heavyweight,Tom Aspinall,11
59300,2021-10-04,Heavyweight,Walt Harris,12
59301,2021-10-04,Heavyweight,Blagoy Ivanov,13
59302,2021-10-04,Heavyweight,Sergei Pavlovich,14
59303,2021-10-04,Heavyweight,Serghei Spivac,15
59495,2021-10-11,Heavyweight,Francis Ngannou,0
59496,2021-10-11,Heavyweight,Ciryl Gane,1
59497,2021-10-11,Heavyweight,Stipe Miocic,2
59498,2021-10-11,Heavyweight,Derrick Lewis,3
59499,2021-10-11,Heavyweight,Curtis Blaydes,4
59500,2021-10-11,Heavyweight,Alexander Volkov,5
59501,2021-10-11,Heavyweight,Jairzinho Rozenstruik,6
59502,2021-10-11,Heavyweight,Chris Daukaus,7
59503,2021-10-11,Heavyweight,Shamil Abdurakhimov,8
59504,2021-10-11,Heavyweight,Marcin Tybura,9
59505,2021-10-11,Heavyweight,Augusto Sakai,10
59506,2021-10-11,Heavyweight,Tom Aspinall,11
59507,2021-10-11,Heavyweight,Walt Harris,12
59508,2021-10-11,Heavyweight,Blagoy Ivanov,13
59509,2021-10-11,Heavyweight,Serghei Spivac,14
59510,2021-10-11,Heavyweight,Sergei Pavlovich,15
59702,2021-10-25,Heavyweight,Francis Ngannou,0
59703,2021-10-25,Heavyweight,Ciryl Gane,1
59704,2021-10-25,Heavyweight,Stipe Miocic,2
59705,2021-10-25,Heavyweight,Derrick Lewis,3
59706,2021-10-25,Heavyweight,Curtis Blaydes,4
59707,2021-10-25,Heavyweight,Alexander Volkov,5
59708,2021-10-25,Heavyweight,Jairzinho Rozenstruik,6
59709,2021-10-25,Heavyweight,Chris Daukaus,7
59710,2021-10-25,Heavyweight,Shamil Abdurakhimov,8
59711,2021-10-25,Heavyweight,Marcin Tybura,8
